CO2_Level_ppm,Appliance_Usage,Temperature_C,Occupancy_Level,Wind_Speed_kmh,Time_of_Day,Event_Type,Weather_Condition,Energy_Consumption_kWh
0.3458455448881713,-0.40477994257555666,0.22959737157075968,1,1.60863061359527,-1.5616730902167377,1,6,251.29
0.8405387267153139,1.0476444171763064,0.09331414651765381,1,1.7074005176710396,0.3148402672289063,4,5,334.71
0.7824615397502823,-0.7073683508571948,-0.21332310985183434,1,1.5663006547056542,-1.2729787275327924,2,2,284.8
-0.006765947399519146,-1.5546158940457817,-0.1353188955122279,4,-0.3314925021787788,-0.4068956394809568,4,6,149.68
-0.7638435631936781,1.0476444171763064,0.7989384762334062,2,-0.4443723925510869,1.180923355280742,3,8,238.69
-0.6715423196242528,-1.6756512573584368,0.1883537639888986,3,0.3951717920929558,0.17049308588693368,7,7,188.19
-0.7648806558180532,-1.0704744407951605,0.8303194820022136,3,1.4604757574816152,-0.26254845813898414,3,6,183.94
0.8384645414665624,-0.40477994257555666,7.220719816804873,1,-0.9523318992264742,-1.7060202715587103,7,6,247.82
0.16435433562244828,0.4424676006130302,-0.0017254709535909874,1,-0.9241119266333971,-1.2729787275327924,4,6,246.95
0.7150505191658709,-0.46529762423188425,-0.9135678385786484,1,-0.9029469471885894,-1.7060202715587103,3,5,307.07
0.2265798930849819,-1.1915098041078158,0.6635518513451235,4,-1.5378963305328233,0.6035346299128516,2,0,277.85
-0.7628064705693023,1.7133389153959104,0.8823222915619513,2,-0.006962817358392419,-1.7060202715587103,4,4,229.41
-1.074971350506346,1.5923035520832551,-0.8938426349525411,4,-1.5096763579397463,-0.9842843648488473,1,0,221.94
1.393309095507487,-0.7073683508571948,0.5765816353572857,0,-0.8253420225576275,0.17049308588693368,4,2,279.54
-0.6227989662786017,0.9871267355199789,0.5577530318960019,3,1.4110908054437301,0.6035346299128516,4,6,259.97
1.0241041212297874,1.7133389153959104,-0.26980892023568764,1,-0.11278771458243142,1.180923355280742,1,6,384.93
0.15087213150556647,-1.6151335757021092,-0.9503284453363942,1,-0.761847084223204,0.8922289925967968,7,2,166.5
-0.8146611017880803,0.38194991895670255,-0.20525370836842674,2,0.25407192912757043,0.7478818112548242,7,0,1144.020044680055
-1.3746911189508828,1.2291974621452895,-0.8230112219315188,2,-0.17628265291685496,0.8922289925967968,3,4,207.26
6.156675519264436,0.4424676006130302,-0.355882536058702,0,0.9595712439544971,-1.5616730902167377,1,7,890.56
-0.3158195494634356,-1.2520274857641436,0.2914627829435513,3,1.4745857437781533,0.026145904544961074,2,6,209.31
-1.2751302270108287,1.1081620988326342,-0.2662225195763955,2,0.2117419702379547,-0.5512428208229294,1,6,208.61
-0.20173936078212398,1.5317858704269276,-1.1323382787954763,3,0.014202162086415433,0.8922289925967968,7,6,270.04
-1.0780826283794722,0.9871267355199789,-0.06986708348014409,2,0.40928177838949426,1.3252705366227147,6,4,155.78
-0.09491882047144176,0.4424676006130302,-1.0928878715432615,3,1.1923860178473826,1.3252705366227147,1,1,215.48
-1.23053524416268,0.2609145556440473,-0.27967152204874135,2,-0.04223778309973875,1.0365761739387693,4,6,131.95
-1.339429969722114,0.9871267355199789,-0.22049591117041903,2,1.3617058534058455,0.8922289925967968,6,4,181.68
0.44851771470135154,1.3502328254579445,-0.6383115879779674,1,-0.02812779680320027,0.7478818112548242,2,0,301.01
1.0541798073366795,1.773856597052238,0.7872826740907062,1,-0.3526574816235867,-0.26254845813898414,3,1,343.79
-0.634206985146733,0.139879192331392,0.7307968637068535,3,0.6279865659858413,-0.9842843648488473,3,7,202.38
1.2170033493636419,-0.5863329875445396,0.7872826740907062,1,-0.7195171253335885,1.3252705366227147,4,5,298.03
-0.6518375597611175,-1.494098212389454,-0.06986708348014409,3,-0.049292776248008124,-0.11820127679701155,1,6,137.35
0.4381467884575959,-1.0704744407951605,-0.823907822096342,1,1.2770459356266142,-1.5616730902167377,4,6,210.74
-0.6217618736542259,-1.0704744407951605,0.9486707037588583,3,-0.049292776248008124,0.026145904544961074,2,7,186.44
1.5633922859050786,-0.344262260919229,-0.11200729122682805,0,-1.3544665086778225,1.3252705366227147,7,0,262.86
-0.9277041978450161,-1.6151335757021092,-0.06986708348014409,3,0.9031312987683432,0.8922289925967968,1,0,181.75
0.040940313321756856,-1.7361689390147645,0.8446650846393824,3,-0.11278771458243142,-1.5616730902167377,6,2,159.52
-1.5613677913384836,0.7450560088946683,-1.0641966662689235,2,-1.5661163031259004,1.180923355280742,4,1,177.97
